timestamp,flowRate,rpm,vibration,suctionPressure,dischargePressure,motorTemp,status,faultType
2026-05-01T05:06:16Z,171.3,2264.5,2.5,1.8,6.9,39.4,RUNNING,
2026-05-01T05:06:17Z,170.1,2265.8,2.5,1.8,6.8,39.6,RUNNING,
2026-05-01T05:06:18Z,170.8,2272.0,2.4,1.8,6.8,39.4,RUNNING,
2026-05-01T05:06:19Z,167.3,2236.5,2.4,1.8,6.7,39.1,RUNNING,
2026-05-01T05:06:20Z,170.3,2252.4,2.5,1.8,6.9,39.5,RUNNING,
2026-05-01T05:06:21Z,172.5,2253.6,2.5,1.8,6.9,39.0,RUNNING,
2026-05-01T05:06:22Z,169.5,2247.2,2.3,1.8,6.8,39.0,RUNNING,
2026-05-01T05:06:23Z,169.1,2244.3,2.4,1.8,6.8,39.3,RUNNING,
2026-05-01T05:06:24Z,168.6,2250.2,2.4,1.8,6.8,39.3,RUNNING,
2026-05-01T05:06:25Z,170.6,2258.4,2.4,1.8,6.8,39.2,RUNNING,
2026-05-01T05:06:26Z,169.2,2240.7,2.4,1.8,6.7,39.3,RUNNING,
2026-05-01T05:06:27Z,171.9,2260.8,2.4,1.8,6.9,39.2,RUNNING,
2026-05-01T05:06:28Z,171.2,2257.0,2.5,1.8,6.8,39.4,RUNNING,
2026-05-01T05:06:29Z,170.5,2237.1,2.4,1.8,6.9,39.0,RUNNING,
2026-05-01T05:06:30Z,167.9,2245.6,2.4,1.8,6.7,39.1,RUNNING,
2026-05-01T05:06:31Z,165.3,2205.4,2.4,1.8,6.6,38.3,RUNNING,
2026-05-01T05:06:32Z,167.3,2226.1,2.3,1.8,6.7,38.9,RUNNING,
2026-05-01T05:06:33Z,166.9,2194.2,2.4,1.9,6.6,38.8,RUNNING,
2026-05-01T05:06:34Z,166.4,2226.5,2.4,1.8,6.7,38.6,RUNNING,
2026-05-01T05:06:35Z,168.0,2222.3,2.3,1.8,6.6,38.7,RUNNING,
2026-05-01T05:06:36Z,166.8,2238.5,2.4,1.8,6.8,38.9,RUNNING,
2026-05-01T05:06:37Z,164.7,2208.6,2.3,1.8,6.7,38.6,RUNNING,
2026-05-01T05:06:38Z,169.1,2214.2,2.3,1.8,6.7,38.7,RUNNING,
2026-05-01T05:06:39Z,167.6,2224.4,2.4,1.8,6.8,38.9,RUNNING,
2026-05-01T05:06:40Z,169.6,2247.1,2.4,1.8,6.8,39.0,RUNNING,
2026-05-01T05:06:41Z,170.4,2259.0,2.4,1.8,6.9,39.4,RUNNING,
2026-05-01T05:06:42Z,171.0,2255.9,2.5,1.8,6.8,39.5,RUNNING,
2026-05-01T05:06:43Z,170.4,2266.2,2.4,1.8,6.8,39.2,RUNNING,
2026-05-01T05:06:44Z,170.4,2259.1,2.5,1.8,6.9,39.5,RUNNING,
2026-05-01T05:06:45Z,168.9,2242.9,2.3,1.8,6.7,39.2,RUNNING,
2026-05-01T05:06:46Z,169.3,2248.8,2.4,1.8,6.7,39.0,RUNNING,
2026-05-01T05:06:47Z,172.2,2279.6,2.5,1.8,6.9,39.7,RUNNING,
2026-05-01T05:06:48Z,170.9,2269.4,2.5,1.8,6.9,39.5,RUNNING,
2026-05-01T05:06:49Z,170.2,2248.5,2.4,1.8,6.8,39.3,RUNNING,
2026-05-01T05:06:50Z,172.3,2269.3,2.5,1.8,6.9,39.4,RUNNING,
2026-05-01T05:06:51Z,170.7,2278.6,2.4,1.8,7.0,39.8,RUNNING,
2026-05-01T05:06:52Z,172.2,2259.6,2.5,1.7,6.9,39.4,RUNNING,
2026-05-01T05:06:53Z,170.1,2262.6,2.4,1.8,6.8,39.2,RUNNING,
2026-05-01T05:06:54Z,168.7,2255.3,2.5,1.8,6.8,39.0,RUNNING,
2026-05-01T05:06:55Z,170.5,2250.2,2.3,1.8,6.8,39.5,RUNNING,
2026-05-01T05:06:56Z,175.5,2257.7,2.5,1.8,7.0,39.3,RUNNING,
2026-05-01T05:06:57Z,169.8,2238.2,2.3,1.8,6.7,38.9,RUNNING,
2026-05-01T05:06:58Z,168.7,2208.5,2.3,1.8,6.6,38.5,RUNNING,
2026-05-01T05:06:59Z,163.2,2190.5,2.3,1.8,6.6,38.3,RUNNING,
2026-05-01T05:07:00Z,159.5,2145.9,2.3,1.9,6.4,37.6,RUNNING,
2026-05-01T05:07:01Z,158.0,2127.6,2.1,1.9,6.3,37.3,RUNNING,
2026-05-01T05:07:02Z,157.7,2113.9,2.2,1.9,6.4,37.4,RUNNING,
2026-05-01T05:07:03Z,154.9,2101.2,2.2,1.9,6.2,37.0,RUNNING,
2026-05-01T05:07:04Z,155.8,2092.3,2.1,2.0,6.2,36.7,RUNNING,
2026-05-01T05:07:05Z,153.9,2080.7,2.2,2.0,6.2,36.9,RUNNING,
2026-05-01T05:07:06Z,155.7,2087.3,2.1,2.0,6.2,36.8,RUNNING,
2026-05-01T05:07:07Z,153.7,2068.0,2.1,2.0,6.1,36.5,RUNNING,
2026-05-01T05:07:08Z,152.1,2078.9,2.2,2.0,6.1,36.7,RUNNING,
2026-05-01T05:07:09Z,153.7,2107.6,2.2,1.9,6.3,36.9,RUNNING,
2026-05-01T05:07:10Z,155.2,2102.8,2.3,1.9,6.3,37.1,RUNNING,
2026-05-01T05:07:11Z,155.4,2079.6,2.2,1.9,6.2,36.5,RUNNING,
2026-05-01T05:07:12Z,154.3,2090.7,2.2,1.9,6.2,36.8,RUNNING,
2026-05-01T05:07:13Z,156.3,2107.5,2.2,2.0,6.3,37.0,RUNNING,
2026-05-01T05:07:14Z,158.3,2129.4,2.2,1.9,6.3,37.3,RUNNING,
2026-05-01T05:07:15Z,159.8,2103.6,2.1,2.0,6.3,37.0,RUNNING,
2026-05-01T05:07:16Z,156.2,2080.6,2.1,1.9,6.2,36.8,RUNNING,
2026-05-01T05:07:17Z,154.8,2086.0,2.1,2.0,6.2,36.6,RUNNING,
2026-05-01T05:07:18Z,153.1,2076.2,2.1,2.0,6.1,36.4,RUNNING,
2026-05-01T05:07:19Z,151.9,2066.6,2.1,2.0,6.1,36.6,RUNNING,
2026-05-01T05:07:20Z,151.2,2066.5,2.3,2.0,6.1,36.2,RUNNING,
2026-05-01T05:07:21Z,154.2,2060.6,2.1,2.0,6.1,36.5,RUNNING,
2026-05-01T05:07:22Z,157.2,2088.2,2.2,2.0,6.3,36.9,RUNNING,
2026-05-01T05:07:23Z,155.2,2122.4,2.2,2.0,6.3,37.2,RUNNING,
2026-05-01T05:07:24Z,156.6,2093.3,2.2,1.9,6.3,37.2,RUNNING,
2026-05-01T05:07:25Z,156.6,2105.7,2.1,1.9,6.2,37.2,RUNNING,
2026-05-01T05:07:26Z,155.5,2111.2,2.2,1.9,6.2,36.8,RUNNING,
2026-05-01T05:07:27Z,156.8,2104.4,2.2,2.0,6.3,36.9,RUNNING,
2026-05-01T05:07:28Z,158.5,2122.1,2.3,1.9,6.4,37.4,RUNNING,
2026-05-01T05:07:29Z,158.6,2140.9,2.2,1.9,6.3,37.5,RUNNING,
2026-05-01T05:07:30Z,158.6,2129.1,2.2,1.9,6.4,37.4,RUNNING,
2026-05-01T05:07:31Z,158.4,2129.2,2.2,1.9,6.3,37.6,RUNNING,
2026-05-01T05:07:32Z,159.4,2136.3,2.2,1.9,6.4,37.5,RUNNING,
2026-05-01T05:07:33Z,160.8,2130.8,2.3,1.9,6.4,37.4,RUNNING,
2026-05-01T05:07:34Z,159.2,2146.4,2.3,1.9,6.3,37.7,RUNNING,
2026-05-01T05:07:35Z,159.7,2144.7,2.3,1.9,6.3,37.7,RUNNING,
2026-05-01T05:07:36Z,159.8,2118.7,2.2,1.9,6.5,37.4,RUNNING,
2026-05-01T05:07:37Z,159.7,2160.0,2.2,1.9,6.4,37.9,RUNNING,
2026-05-01T05:07:38Z,166.4,2179.4,2.3,1.8,6.6,38.1,RUNNING,
2026-05-01T05:07:39Z,163.8,2174.6,2.4,1.9,6.5,38.1,RUNNING,
2026-05-01T05:07:40Z,162.4,2170.6,2.2,1.9,6.5,38.3,RUNNING,
2026-05-01T05:07:41Z,160.9,2177.3,2.3,1.9,6.5,38.1,RUNNING,
2026-05-01T05:07:42Z,161.2,2162.3,2.3,1.9,6.5,38.0,RUNNING,
2026-05-01T05:07:43Z,160.4,2159.3,2.2,1.9,6.4,37.6,RUNNING,
2026-05-01T05:07:44Z,162.0,2173.4,2.3,1.8,6.5,38.3,RUNNING,
2026-05-01T05:07:45Z,163.1,2176.5,2.2,1.9,6.5,38.2,RUNNING,
2026-05-01T05:07:46Z,163.4,2181.3,2.4,1.9,6.6,38.3,RUNNING,
2026-05-01T05:07:47Z,166.3,2205.6,2.3,1.8,6.7,38.7,RUNNING,
2026-05-01T05:07:48Z,164.6,2185.0,2.3,1.9,6.5,38.5,RUNNING,
2026-05-01T05:07:49Z,167.3,2220.3,2.4,1.8,6.6,38.7,RUNNING,
2026-05-01T05:07:50Z,166.9,2228.1,2.4,1.8,6.7,38.7,RUNNING,
2026-05-01T05:07:51Z,166.3,2220.6,2.4,1.9,6.7,38.8,RUNNING,
2026-05-01T05:07:52Z,171.0,2250.5,2.4,1.8,6.8,39.4,RUNNING,
2026-05-01T05:07:53Z,170.7,2266.7,2.5,1.8,6.8,39.1,RUNNING,
2026-05-01T05:07:54Z,172.9,2277.2,2.4,1.8,6.9,39.5,RUNNING,
2026-05-01T05:07:55Z,173.4,2270.9,2.4,1.7,7.0,39.8,RUNNING,
2026-05-01T05:07:56Z,173.9,2278.8,2.5,1.8,6.9,39.3,RUNNING,
2026-05-01T05:07:57Z,174.4,2275.4,2.5,1.8,7.0,39.6,RUNNING,
2026-05-01T05:07:58Z,173.7,2315.5,2.5,1.7,7.0,40.1,RUNNING,
2026-05-01T05:07:59Z,175.5,2317.2,2.5,1.7,7.1,40.2,RUNNING,
2026-05-01T05:08:00Z,178.0,2313.3,2.5,1.8,7.1,40.4,RUNNING,
2026-05-01T05:08:01Z,178.0,2327.9,2.4,1.7,7.1,40.5,RUNNING,
2026-05-01T05:08:02Z,177.7,2327.5,2.5,1.7,7.1,40.7,RUNNING,
2026-05-01T05:08:03Z,180.0,2335.1,2.6,1.7,7.2,40.8,RUNNING,
2026-05-01T05:08:04Z,182.4,2356.1,2.5,1.7,7.2,41.0,RUNNING,
2026-05-01T05:08:05Z,179.5,2342.7,2.5,1.7,7.2,40.6,RUNNING,
2026-05-01T05:08:06Z,180.5,2339.4,2.5,1.7,7.1,40.8,RUNNING,
2026-05-01T05:08:07Z,177.1,2333.8,2.6,1.7,7.0,40.6,RUNNING,
2026-05-01T05:08:08Z,173.9,2305.6,2.5,1.8,7.0,39.8,RUNNING,
2026-05-01T05:08:09Z,171.5,2276.2,2.5,1.7,7.0,39.8,RUNNING,
2026-05-01T05:08:10Z,174.3,2304.0,2.5,1.8,7.0,39.8,RUNNING,
2026-05-01T05:08:11Z,178.2,2321.2,2.5,1.7,7.1,40.5,RUNNING,
2026-05-01T05:08:12Z,174.5,2304.1,2.5,1.8,7.0,39.8,RUNNING,
2026-05-01T05:08:13Z,175.9,2327.6,2.4,1.7,7.2,40.2,RUNNING,
2026-05-01T05:08:14Z,177.0,2304.0,2.4,1.7,7.1,40.2,RUNNING,
2026-05-01T05:08:15Z,177.6,2327.2,2.6,1.7,7.0,40.2,RUNNING,
2026-05-01T05:08:16Z,175.1,2290.4,2.4,1.7,7.0,40.0,RUNNING,
2026-05-01T05:08:17Z,174.7,2301.0,2.5,1.8,7.0,40.3,RUNNING,
2026-05-01T05:08:18Z,173.2,2313.5,2.5,1.8,7.0,40.0,RUNNING,
2026-05-01T05:08:19Z,173.5,2296.9,2.5,1.8,7.0,39.6,RUNNING,
2026-05-01T05:08:20Z,175.7,2314.1,2.4,1.7,7.0,40.1,RUNNING,
2026-05-01T05:08:21Z,178.0,2342.6,2.5,1.7,7.2,40.8,RUNNING,
2026-05-01T05:08:22Z,179.4,2356.9,2.6,1.7,7.2,40.5,RUNNING,
2026-05-01T05:08:23Z,177.2,2361.7,2.6,1.7,7.3,41.0,RUNNING,
2026-05-01T05:08:24Z,178.2,2343.7,2.5,1.7,7.1,40.8,RUNNING,
2026-05-01T05:08:25Z,181.9,2383.2,2.5,1.7,7.2,41.0,RUNNING,
2026-05-01T05:08:26Z,184.7,2401.8,2.6,1.6,7.4,41.3,RUNNING,
2026-05-01T05:08:27Z,185.6,2388.9,2.6,1.6,7.4,41.9,RUNNING,
2026-05-01T05:08:28Z,185.6,2402.5,2.6,1.7,7.3,41.4,RUNNING,
2026-05-01T05:08:29Z,183.4,2386.6,2.7,1.7,7.4,41.5,RUNNING,
2026-05-01T05:08:30Z,187.1,2423.9,2.7,1.6,7.5,42.1,RUNNING,
2026-05-01T05:08:31Z,187.5,2425.0,2.8,1.6,7.5,41.9,RUNNING,
2026-05-01T05:08:32Z,185.1,2406.8,2.6,1.7,7.4,41.4,RUNNING,
2026-05-01T05:08:33Z,185.9,2413.8,2.6,1.6,7.4,42.0,RUNNING,
2026-05-01T05:08:34Z,185.1,2408.0,2.7,1.7,7.4,41.8,RUNNING,
2026-05-01T05:08:35Z,185.8,2400.4,2.6,1.7,7.4,41.3,RUNNING,
2026-05-01T05:08:36Z,184.5,2412.5,2.6,1.7,7.4,41.6,RUNNING,
2026-05-01T05:08:37Z,181.9,2378.9,2.7,1.7,7.3,41.1,RUNNING,
2026-05-01T05:08:38Z,181.6,2367.9,2.5,1.7,7.2,41.3,RUNNING,
2026-05-01T05:08:39Z,180.9,2361.2,2.7,1.7,7.4,41.2,RUNNING,
2026-05-01T05:08:40Z,181.3,2369.6,2.7,1.7,7.3,41.4,RUNNING,
2026-05-01T05:08:41Z,183.6,2361.9,2.7,1.7,7.2,40.6,RUNNING,
2026-05-01T05:08:42Z,179.6,2349.4,2.6,1.7,7.3,40.7,RUNNING,
2026-05-01T05:08:43Z,180.9,2343.8,2.7,1.7,7.1,40.8,RUNNING,
2026-05-01T05:08:44Z,183.5,2383.8,2.6,1.7,7.3,41.5,RUNNING,
2026-05-01T05:08:45Z,183.6,2381.9,2.7,1.7,7.3,41.3,RUNNING,
2026-05-01T05:08:46Z,184.5,2379.7,2.8,1.7,7.3,41.4,RUNNING,
2026-05-01T05:08:47Z,185.3,2392.1,2.6,1.6,7.4,41.1,RUNNING,
2026-05-01T05:08:48Z,186.0,2413.5,2.6,1.6,7.4,41.6,RUNNING,
2026-05-01T05:08:49Z,186.4,2420.5,2.7,1.6,7.5,41.8,RUNNING,
2026-05-01T05:08:50Z,188.7,2459.4,2.8,1.6,7.5,42.3,RUNNING,
2026-05-01T05:08:51Z,187.5,2448.2,2.6,1.6,7.5,42.3,RUNNING,
2026-05-01T05:08:52Z,189.0,2423.0,2.8,1.6,7.5,41.9,RUNNING,
2026-05-01T05:08:53Z,189.3,2434.0,2.6,1.6,7.5,42.0,RUNNING,
2026-05-01T05:08:54Z,187.7,2422.5,2.7,1.7,7.5,41.8,RUNNING,
2026-05-01T05:08:55Z,188.5,2439.1,2.7,1.6,7.5,42.0,RUNNING,
2026-05-01T05:08:56Z,184.7,2407.2,2.7,1.7,7.3,41.6,RUNNING,
2026-05-01T05:08:57Z,186.6,2401.6,2.7,1.6,7.3,41.3,RUNNING,
2026-05-01T05:08:58Z,184.8,2391.2,2.7,1.7,7.4,41.4,RUNNING,
2026-05-01T05:08:59Z,180.7,2382.2,2.6,1.7,7.3,41.0,RUNNING,
2026-05-01T05:09:00Z,182.8,2385.7,2.6,1.7,7.3,41.4,RUNNING,
2026-05-01T05:09:01Z,181.9,2353.5,2.5,1.7,7.2,40.9,RUNNING,
2026-05-01T05:09:02Z,182.4,2356.5,2.6,1.7,7.1,40.4,RUNNING,
2026-05-01T05:09:03Z,179.6,2349.8,2.6,1.7,7.3,41.1,RUNNING,
2026-05-01T05:09:04Z,184.1,2384.5,2.6,1.7,7.4,41.0,RUNNING,
2026-05-01T05:09:05Z,184.5,2420.4,2.7,1.6,7.4,41.9,RUNNING,
2026-05-01T05:09:06Z,187.3,2432.0,2.8,1.6,7.4,42.0,RUNNING,
2026-05-01T05:09:07Z,190.4,2453.2,2.8,1.6,7.6,42.3,RUNNING,
2026-05-01T05:09:08Z,191.6,2452.9,2.7,1.6,7.6,42.6,RUNNING,
2026-05-01T05:09:09Z,190.6,2465.7,2.8,1.6,7.6,42.3,RUNNING,
2026-05-01T05:09:10Z,191.2,2482.7,2.8,1.6,7.6,42.6,RUNNING,
2026-05-01T05:09:11Z,188.6,2442.9,2.8,1.6,7.5,42.3,RUNNING,
2026-05-01T05:09:12Z,187.0,2440.7,2.6,1.6,7.5,41.8,RUNNING,
2026-05-01T05:09:13Z,186.1,2421.3,2.8,1.6,7.4,41.6,RUNNING,
2026-05-01T05:09:14Z,189.7,2441.1,2.7,1.6,7.5,42.6,RUNNING,
2026-05-01T05:09:15Z,190.4,2454.3,2.6,1.6,7.6,42.6,RUNNING,
2026-05-01T05:09:16Z,188.2,2469.5,2.7,1.6,7.6,42.7,RUNNING,
2026-05-01T05:09:17Z,187.3,2434.6,2.6,1.6,7.4,42.0,RUNNING,
2026-05-01T05:09:18Z,191.5,2458.8,2.8,1.6,7.6,42.2,RUNNING,
2026-05-01T05:09:19Z,189.9,2437.5,2.7,1.6,7.5,42.3,RUNNING,
2026-05-01T05:09:20Z,188.2,2451.2,2.7,1.6,7.6,42.6,RUNNING,
2026-05-01T05:09:21Z,186.3,2434.1,2.7,1.7,7.5,42.0,RUNNING,
2026-05-01T05:09:22Z,185.0,2403.7,2.7,1.6,7.4,41.6,RUNNING,
2026-05-01T05:09:23Z,187.4,2427.0,2.6,1.6,7.5,41.7,RUNNING,
2026-05-01T05:09:24Z,184.9,2428.5,2.8,1.6,7.4,41.9,RUNNING,
2026-05-01T05:09:25Z,185.5,2408.5,2.7,1.6,7.5,41.6,RUNNING,
2026-05-01T05:09:26Z,181.6,2385.4,2.7,1.7,7.3,41.6,RUNNING,
2026-05-01T05:09:27Z,183.8,2383.1,2.7,1.7,7.3,41.2,RUNNING,
2026-05-01T05:09:28Z,183.6,2393.6,2.7,1.7,7.3,41.4,RUNNING,
2026-05-01T05:09:29Z,188.5,2442.3,2.6,1.6,7.5,42.1,RUNNING,
2026-05-01T05:09:30Z,189.9,2441.8,2.5,1.7,7.6,42.4,RUNNING,
2026-05-01T05:09:31Z,192.3,2472.3,2.7,1.6,7.7,42.9,RUNNING,
2026-05-01T05:09:32Z,191.0,2479.9,2.8,1.6,7.7,42.7,RUNNING,
2026-05-01T05:09:33Z,189.5,2481.0,2.8,1.6,7.7,42.9,RUNNING,
2026-05-01T05:09:34Z,191.2,2482.6,2.8,1.5,7.7,42.8,RUNNING,
2026-05-01T05:09:35Z,193.5,2484.4,2.7,1.6,7.6,42.5,RUNNING,
2026-05-01T05:09:36Z,187.1,2432.3,2.7,1.6,7.6,42.0,RUNNING,
2026-05-01T05:09:37Z,186.0,2420.2,2.7,1.6,7.4,41.9,RUNNING,
2026-05-01T05:09:38Z,190.9,2447.7,2.7,1.6,7.6,42.3,RUNNING,
2026-05-01T05:09:39Z,189.1,2441.1,2.7,1.6,7.6,42.4,RUNNING,
2026-05-01T05:09:40Z,190.7,2435.9,2.7,1.6,7.7,42.5,RUNNING,
2026-05-01T05:09:41Z,192.1,2488.4,2.8,1.5,7.7,42.7,RUNNING,
2026-05-01T05:09:42Z,192.4,2482.6,2.8,1.6,7.7,42.9,RUNNING,
2026-05-01T05:09:43Z,189.0,2440.3,2.6,1.6,7.5,41.9,RUNNING,
2026-05-01T05:09:44Z,191.8,2453.9,2.7,1.6,7.6,42.7,RUNNING,
2026-05-01T05:09:45Z,191.7,2455.7,2.7,1.6,7.5,42.3,RUNNING,
2026-05-01T05:09:46Z,188.7,2422.5,2.7,1.6,7.5,41.8,RUNNING,
2026-05-01T05:09:47Z,186.8,2420.7,2.8,1.6,7.5,42.2,RUNNING,
2026-05-01T05:09:48Z,186.2,2414.9,2.8,1.6,7.4,41.9,RUNNING,
2026-05-01T05:09:49Z,183.9,2392.5,2.7,1.7,7.3,41.1,RUNNING,
